word,Anxious,Depressed,Happy,Introvert,Stable,bio_frequency,km_half_life_days,lognormal_half_life_days,lognormal_mu,lognormal_sigma,prev1,prev2,unique_users
protect,49.87109601944158,51.29313934528865,55.52127748742771,62.46518366256571,62.40865373101458,1122.0,323.0,340.22,5.829595,2.46625,4.972111803349716,7.778805281194874,1033.0
protected,42.72112714653844,43.45489265097897,42.39137834797175,54.512533013436446,48.63769572014686,185.0,191.0,187.94,5.236107,2.319228,0.6916585973163646,0.9869213493623866,173.0
protecting,40.30846023332521,44.17573713886529,67.62884013872203,81.21304628704358,73.57976595851478,417.0,886.0,749.78,6.619784,2.632383,1.6443204389030557,2.300226137096586,382.0
protection,37.263303697632686,45.20102502865147,63.25891809372889,74.89713904495761,68.85174892215002,387.0,624.0,599.93,6.396815,2.286245,1.866173196532833,2.409020616553857,345.0
protective,59.50808269830421,62.61268489986326,38.11839493971657,56.48790476489689,49.07613255145915,37.0,667.0,486.54,6.187318,2.202552,0.3784547041919731,0.3885517123473963,35.0
protector,46.84650266444473,55.01276958348201,50.92681939993402,54.86192772458464,57.62230386927046,223.0,201.0,219.51,5.391394,2.053257,1.5529693034084413,2.036010972700357,215.0
protects,33.852881101820984,42.871516476162114,63.657487730663576,65.63824963644126,71.24349559042923,127.0,706.0,620.2,6.430046,2.497751,0.2218527576297773,0.5905986027680424,124.0
protein,38.62514073774441,33.57974832226451,55.30353358908019,54.82495792914759,57.745911931985496,83.0,284.0,286.42,5.65745,2.363033,0.7699595705974626,0.6993930822253134,75.0
protest,51.02250730720184,63.42770087780512,62.74896822595564,65.47125343724616,39.08265781389224,107.0,93.0,101.0,4.6151,2.043386,0.2479530820568099,0.730477219213105,96.0
protestant,27.647367370887192,46.41141692332575,60.33136141692778,82.50460059465193,61.237683809937735,40.0,373.0,376.01,5.929621,1.644636,0.1957524332027447,0.2409020616553857,36.0
protests,47.2201606241042,65.32878628576329,56.81539553657269,68.22938266726683,62.33861787669528,42.0,180.0,170.92,5.141207,2.076949,0.0783009732810978,0.2486730959023336,42.0
protocol,32.316743181643325,39.97793495376124,61.27577545186851,67.1502007372367,56.99770589892085,58.0,230.0,201.26,5.304614,1.763191,0.2479530820568099,0.4895751575577193,54.0
protonmail,50.750388640786085,46.35379459212304,47.39729856757226,66.55846187665986,39.12929485566588,35.0,179.0,159.96,5.074943,1.424482,0.0783009732810978,3.434797137150984,32.0
prototype,31.148513590075133,31.97007019246624,40.41845932148614,68.16827246596817,50.87655838837464,56.0,106.0,139.71,4.939562,2.000469,0.3262540553379078,0.3263834383718129,50.0
prototypes,33.05366342656622,43.65588620460201,47.863383217958265,62.514991998460246,37.62072729167912,34.0,236.0,280.64,5.637057,1.993431,0.1435517843486794,0.0854813767164272,30.0
prouder,47.964640653655806,55.06894180752799,55.254843956808585,56.15631595387245,61.795636952738064,32.0,300.0,262.91,5.571797,2.071893,0.2740534064838426,0.3030703356309691,32.0
proudest,52.942522985222894,55.843788572863374,63.85356068562691,48.98265266531994,56.64345778322255,51.0,449.0,402.37,5.99737,2.366393,0.4437055152595546,0.310841369877917,48.0
proudly,43.44512117618584,45.62583684060683,65.97715834845766,65.75303676221151,67.14332941878185,912.0,316.0,318.47,5.763536,2.2134,4.241302719392802,6.162430157829705,852.0
prov,39.1905333456555,27.134806824030267,66.63915786123948,50.22211772827521,68.01128336595347,98.0,301.0,293.76,5.682773,2.1369,0.99181232822724,0.6605379109905737,93.0
prove,45.99548619645767,51.9076984653317,43.104469328632526,49.746368039604825,46.38013122557257,549.0,108.0,123.37,4.815203,2.096461,3.1320389312439154,2.0826371781820443,518.0
proven,37.04707646329653,32.243503189235355,64.63529607129499,75.37437024069295,74.84811015653592,234.0,286.0,279.3,5.632284,2.125134,1.187564761429985,1.04908962333797,221.0
proverb,37.05154546802619,41.60248618781409,43.89475482389443,52.31488428427146,46.78393548824538,64.0,107.0,139.3,4.936661,1.928704,0.3262540553379078,0.3030703356309691,57.0
proves,40.107434762173725,52.142664876076736,45.71211626201844,65.43039831862568,48.19749879031121,37.0,82.0,103.32,4.637819,1.978131,0.2740534064838426,0.1865048219267502,34.0
provide,32.17795680086425,28.13000287378392,81.11342638646254,78.22351931004172,82.83068265286924,1316.0,697.0,717.33,6.575539,2.086039,5.193964560979493,6.473271527707623,1270.0
provided,25.037393033881106,29.920577425203664,77.3727060310316,65.41747352007953,83.82926334011006,262.0,1268.0,763.31,6.637669,2.41348,0.9787621660137236,0.9014399726459594,254.0
providence,36.441870261968695,33.175814482648555,73.05218152180639,57.24401440760805,71.10761106856567,212.0,516.0,645.45,6.469945,2.080923,2.322928874005904,1.6008330548712728,182.0
provider,33.51896332960058,31.11735644294116,66.29928590798274,69.44484106506887,73.77080976374711,848.0,835.0,780.74,6.660239,2.146124,3.158139255670948,4.639307445427912,779.0
providers,48.10371400072666,34.72476827328733,77.81146713181587,89.04652697162796,81.75626091874561,161.0,909.0,959.09,6.865984,2.128559,0.4698058396865873,0.6993930822253134,143.0
provides,31.51629602394838,24.23972099607908,84.21456889997711,86.99587761585772,86.65214419710345,1132.0,1576.0,1492.13,7.307962,1.906642,2.5578317938491977,5.307616390665434,1083.0
providing,17.017245027368766,24.89197954095373,83.81404289365155,81.71309833350624,87.40285845824397,1756.0,1198.0,1221.88,7.108143,2.049316,7.843147490323305,11.493359651235982,1671.0
proving,43.451882515292255,43.18975712272303,49.90869608755133,48.83765704221718,54.75679939007068,106.0,89.0,108.81,4.689632,1.866419,0.5611569751812016,0.3963227465943442,103.0
provocateur,42.43790917831664,49.80216813080662,56.113466888372265,68.85182771746601,53.22249287680866,122.0,421.0,392.87,5.97347,1.975343,1.2006149236435009,0.7771034246947927,109.0
provocative,48.67185142914175,60.8263288144961,61.69432418744163,63.86499370725135,59.139854244057744,85.0,253.0,323.23,5.778361,2.348582,0.5872572996082341,0.4040937808412921,79.0
provoke,31.67559385738837,31.88622485097657,59.18809181549014,75.18695389054997,62.63503287383211,32.0,341.0,289.0,5.666417,2.423023,0.1566019465621957,0.1476496506920106,31.0
provoking,44.60621415353121,53.19527513944578,60.71079806351904,63.99068919947448,63.70329688934202,61.0,176.0,175.7,5.168783,2.421381,0.417605190832522,0.310841369877917,57.0
provost,31.19038150141269,20.71949224346507,84.48126202961093,86.35977164408895,78.66733449944601,48.0,799.0,798.77,6.683067,1.48063,0.5350566507541689,0.419635849335188,47.0
prowrestling,40.15544430400077,44.075580875651085,43.00934736532478,53.37274667382762,42.55302701818079,43.0,413.0,385.6,5.954811,1.885243,0.4828560019001036,0.6216827397558341,38.0
prsa,44.786567117382674,39.56458974800512,72.69832849441116,75.41011239310504,82.25148929932902,36.0,545.0,668.23,6.50463,1.950887,0.5350566507541689,0.1942758561736981,31.0
ps,43.30555834688909,46.39345470193941,50.94202680615473,61.42150534728891,52.02743884873991,452.0,152.0,152.01,5.023915,2.031585,2.0488754675220613,2.13703441791068,421.0
ps3,36.12426507128169,46.66967057385448,52.22689227388543,68.23909208535082,40.49025482108054,397.0,226.0,199.78,5.2972,1.720313,1.370267032419213,0.1865048219267502,355.0
ps4,37.629721434276185,47.3271770635609,44.85547929499713,54.19458707493888,43.87367157012091,663.0,292.0,250.06,5.521713,1.89796,6.368479160195961,9.496203849770366,561.0
ps5,48.43596256089683,49.36021311447384,76.60102479254084,25.37768060815615,59.74156618897453,135.0,386.0,381.51,5.944147,1.921515,0.0130501622135163,0.9014399726459594,126.0
psa,46.691831740150825,51.35956837575204,54.90210014305512,58.99244466016468,46.862301777607016,85.0,182.0,169.3,5.131648,2.258722,0.3654045419784568,0.6139117055088862,79.0
psalm,51.82118630960366,39.15193918106851,45.2526725226751,38.1246764517869,45.11897140322502,943.0,175.0,195.22,5.274124,2.056794,11.61464437002952,9.884755562117762,788.0
psalms,50.157420654900974,37.60992054783446,41.63211647404007,35.10758391513435,42.5612737495804,524.0,179.0,191.41,5.254399,1.9407,6.029174942644537,6.247911534546133,451.0
pseudo,47.75255742220023,49.38539376104508,51.21018539943445,62.87780158651235,52.31180481784236,53.0,103.0,159.16,5.069889,1.678981,0.5350566507541689,0.2875282671370732,48.0
psg,41.29496420226079,38.99170297498229,46.51401220825303,44.99303162904604,53.23267505915656,37.0,149.0,137.69,4.924987,1.31226,0.3915048664054894,0.5517434315333027,31.0
psi,34.615557206759426,24.603838352172147,57.46539349526858,40.02718850620376,66.06226859984746,228.0,334.0,330.87,5.801725,2.17737,2.453430496141067,1.5153516781548455,196.0
psn,39.31717795843223,49.28178725049527,38.45746400462989,57.96100016701773,30.093196710297647,1942.0,323.0,303.17,5.714279,1.988809,14.472629894789591,19.59854837080267,1517.0
pso2,36.81570793580804,60.00238709018899,27.63519263494697,95.79328289704443,3.1866596609181794,41.0,499.0,1022.47,6.929981,2.869138,0.0522006488540652,0.1942758561736981,38.0
pst,34.513430439663885,39.24907753721832,69.96257776046588,55.23727230262672,60.39294652079914,307.0,210.0,184.67,5.218551,1.821174,1.1745145992164685,1.3366178904750434,245.0
psu,42.75294804823165,43.69874445932729,48.063878967800896,45.147301519902086,47.72402363270583,490.0,452.0,443.2,6.094013,2.169907,6.929636135377163,5.859359822198736,366.0
psy,52.19908094392832,52.83130891601176,42.71520679852242,56.35284223941899,48.17352747783946,65.0,153.0,173.27,5.15485,2.325717,0.3262540553379078,0.4429489520760318,55.0
psych,54.44656961757731,52.73290747765569,39.48877049775646,62.50275669291696,38.34293746477282,648.0,193.0,186.24,5.22702,1.859947,4.397904665954997,5.913757061927372,497.0
psychedelic,42.221738416285945,52.21383109990857,52.57279034210056,50.3323522058338,35.64234793787852,135.0,123.0,112.92,4.726682,2.008998,0.6786084351028483,0.8159585959295322,100.0
psychiatric,64.3536733266235,61.3874032088809,47.83356494820185,83.28163684717227,36.79060992649833,52.0,498.0,520.68,6.255128,2.200189,0.3132038931243915,0.5439723972863548,42.0
psychiatrist,54.47113812232616,53.36850016972282,28.061976228771247,89.23699931440707,21.879338043090453,82.0,370.0,299.97,5.703689,2.622521,0.5611569751812016,0.9169820411398552,67.0
psychiatry,47.299502600352966,42.783561316880125,33.222524868112835,89.31574957912912,29.79019902765862,42.0,1032.0,1029.41,6.936746,2.349446,0.3393042175514241,0.6061406712619383,36.0
psychic,52.757320936371386,52.09921222286174,67.48598953777795,84.81858920464359,62.47036469134997,236.0,418.0,474.86,6.163028,2.332564,3.145089093457432,1.8106509795388668,188.0
psycho,63.73107216543608,64.53846318562583,26.34635655593781,43.6566534565744,20.54366316657889,196.0,117.0,129.1,4.860619,1.888998,1.2006149236435009,1.1967392740299807,181.0
psychological,47.77444777601048,47.58341639921208,50.83850643439687,86.92828916439306,51.09917029280114,92.0,225.0,271.89,5.605396,2.129766,0.5872572996082341,0.7149351507192092,77.0
psychologist,50.19208232100637,47.35597502873412,51.036602169545695,82.08648573872914,51.82178191311471,486.0,543.0,561.3,6.330253,2.424467,5.611569751812015,6.014780507137695,378.0
psychology,50.93692540940824,49.11460325674257,46.20988151882317,66.88501646550617,47.591619821960464,1334.0,246.0,236.48,5.465845,1.978686,11.993099074221492,11.042639664913004,991.0
psychonaut,50.637543263967125,60.42242014533994,31.991144978814525,59.96142770099501,26.031791575661828,52.0,78.0,136.36,4.915298,2.03828,0.3523543797649405,0.4507199863229797,35.0
psychopath,54.39458705700483,69.4182486374343,21.71838575704352,49.33563437424381,20.997406397803008,47.0,92.0,90.52,4.505625,2.152185,0.1435517843486794,0.2175889589145419,42.0
psychotherapist,52.88071277018269,54.61437195697659,55.76987474293518,86.73927272182576,62.5115686430606,118.0,436.0,584.58,6.3709,2.454717,1.6312702766895393,1.375473061709783,81.0
psychotic,62.10790273928231,61.2077706459595,24.21760242530212,36.67611637562306,21.580779790126307,197.0,80.0,84.04,4.431253,1.798426,1.4224676812732782,0.8237296301764802,184.0
pt,43.08896089748055,42.80106529620619,60.79724332401105,61.82548929935431,64.15690338285516,743.0,207.0,199.32,5.294898,1.9688,3.2103399045250134,3.815577815251432,647.0
pta,48.45666068720368,40.2816777823203,73.03604237659344,62.12388654909001,69.6553043244352,68.0,338.0,321.82,5.773984,1.795774,0.8613107060920767,0.8858979041520636,62.0
pts,42.983915231844136,38.957352744248674,62.10183227751247,64.87830910139347,68.0319103393401,37.0,360.0,325.06,5.784018,1.901995,0.1957524332027447,0.2253599931614898,34.0
ptsd,58.5772006351172,67.05997917897855,54.32038223319884,86.76379549288882,48.41393152870527,152.0,202.0,179.12,5.188044,2.375692,1.1353641125759193,2.0826371781820443,113.0
ptv,73.88357663510841,79.12721791551903,28.670823836923766,20.740679802590133,19.108179280334227,117.0,80.0,75.11,4.318982,1.853866,0.1957524332027447,0.0388551712347396,103.0
pu,54.31102169426251,52.2124608331379,52.85269319391202,24.28831285267659,59.331383119177936,49.0,58.0,99.93,4.604426,2.03651,0.1305016221351631,0.2719861986431774,45.0
pub,34.98004332788194,41.36260923958079,64.2321346840151,67.28077674730031,63.03505490605777,379.0,304.0,289.34,5.667599,1.891454,2.114126278589643,2.1758895891454197,351.0
publication,36.61408458118264,33.28198924813811,71.1948342736859,84.11044613250934,61.43019073472258,418.0,1168.0,1149.32,7.046929,2.325844,0.8221602194515277,1.2899916849933557,391.0
publications,38.75168551868726,40.18788988019542,73.23177948017478,84.50906435547515,68.8805155318707,344.0,352.0,356.26,5.875669,1.985275,1.6443204389030557,0.9946923836093344,312.0
publicist,51.76023917927312,43.974757138648805,66.87063607979749,50.61849473216222,62.52063644638043,912.0,284.0,298.1,5.697414,1.951639,6.3945794846229935,3.069558527544431,651.0
publicity,53.53024301746591,45.46201406682642,64.67112550412126,62.96142754166147,55.91572709638489,373.0,294.0,281.34,5.639579,1.939519,1.6965210877571208,1.064631691831866,294.0
publicly,42.27261173484713,52.954104840628894,51.00434968444712,72.97018828801254,55.903531834857255,77.0,321.0,394.32,5.977166,2.434039,0.3262540553379078,0.4818041233107714,76.0
publish,37.003133102462925,47.37520745507758,59.55736652441151,84.06096479546999,52.90122464183785,297.0,368.0,386.12,5.956155,2.028927,0.8352103816650441,0.9169820411398552,277.0
published,48.224427540279706,48.63639978708122,61.96362733417007,70.93550422577898,56.81318902715737,1969.0,361.0,381.79,5.944866,1.869624,12.776108807032472,9.946923836093346,1669.0
publisher,38.92527007843875,42.15124827571246,69.90358645979452,80.63901386781076,65.03557956633817,1918.0,826.0,833.68,6.725851,2.087478,11.71904566773765,8.625848014112199,1590.0
publishers,43.9043869256773,41.8337135973544,69.1469504553391,90.44813285243004,52.02719416475367,196.0,637.0,756.63,6.628878,1.739765,0.5611569751812016,0.5595144657802507,181.0
publishes,45.28744147360464,44.28478461159244,72.97219680214235,90.43365154752809,48.93276830646712,118.0,1418.0,1182.71,7.075562,2.357718,0.1957524332027447,0.3574675753596046,112.0
publishing,42.57527017904354,47.71834647809428,63.59739969409337,85.03206930906553,51.64323494335835,1298.0,497.0,464.27,6.140471,1.899677,6.329328673555413,4.740330890638235,1094.0
pubs,36.34211117961857,44.56755982332705,54.35607351389859,66.07992680012048,54.78992839888044,107.0,274.0,241.74,5.487846,1.912883,0.3262540553379078,0.2875282671370732,100.0
puck,45.11517671705179,53.01750612561501,54.78910298631671,30.532677682137557,54.389388162942666,151.0,165.0,151.81,5.022619,1.932526,0.704708759529881,0.5128882602985632,130.0
pucks,39.508693872184,44.44019776897669,63.56993433728314,46.007028460744,71.53214727547723,56.0,189.0,249.65,5.520066,1.840562,0.3393042175514241,0.2486730959023336,46.0
pudding,48.04052040564488,54.43064803993626,30.01248214734617,45.93133449151141,25.811365184722813,73.0,128.0,145.44,4.979778,2.064556,0.417605190832522,0.3341544726187608,70.0
pueblo,54.849007963982686,36.59222940487006,77.05415668653119,46.38826050318025,59.96505251754004,67.0,521.0,550.82,6.311414,2.253674,0.6003074618217504,0.5206592945455111,60.0
puede,59.53511695853781,34.653451594625004,86.49032259494544,52.849865713605226,61.42435092599165,93.0,257.0,244.21,5.498008,2.405073,0.3523543797649405,0.4507199863229797,81.0
puedes,75.45572719162627,53.57026515519488,79.65506826651435,35.56714259666172,32.19339753811134,44.0,107.0,121.42,4.799291,1.894644,0.1305016221351631,0.2409020616553857,43.0
puedo,75.70369733329827,50.847944566254256,74.24400584303964,36.55145802853223,43.85627082229071,74.0,68.0,146.21,4.985035,2.569955,0.1957524332027447,0.3186124041248649,68.0
puerto,57.534344305578266,53.34294029739309,46.195632126202256,41.79780065375535,42.26129459374425,730.0,199.0,190.76,5.251031,2.134576,5.3636166697552055,5.393097767381861,541.0
puertorican,55.334799116905856,49.13620716716783,38.98565033591964,35.24619260233088,44.2519443140047,93.0,178.0,163.0,5.093737,1.960519,0.9787621660137236,0.6139117055088862,82.0
pues,76.30075826867575,58.48543898435329,77.88931545916158,41.83529580646271,25.06088008469014,42.0,78.0,93.21,4.534835,2.086462,0.0783009732810978,0.3885517123473963,39.0
puff,51.899807522116525,55.75637174846311,35.70768944038248,23.209160545027665,38.06945913151754,111.0,63.0,102.77,4.63245,2.219047,0.456755677473071,0.6838510137314175,96.0
pug,56.113239811957136,51.02909894972184,49.83947983446837,58.38064873143989,46.93683298666697,306.0,483.0,433.04,6.070838,2.043125,3.562694284289954,2.6965488836909306,248.0
puget,31.027492932164137,34.922021104308364,69.50041038807413,74.03703506591918,78.6018688217814,48.0,1892.0,1940.62,7.570763,2.469526,0.5742071373947178,0.3730096438535004,42.0
pugs,55.41718010769653,51.00808684775918,45.72619664154385,53.97277028145147,41.800915923234896,228.0,221.0,240.13,5.481195,1.778411,2.4012298472870017,1.173426171289137,162.0
puke,50.2403054790625,61.569212355419936,21.06396678338716,42.58051665193853,25.04021619264951,31.0,130.0,172.99,5.153242,2.028065,0.1174514599216468,0.1165655137042189,30.0
pulitzer,40.90535735070237,45.3070669500602,61.43723274096181,77.06667890599763,60.53023150241271,190.0,1651.0,1395.65,7.241118,2.139206,0.8352103816650441,1.1034868630666057,172.0
pull,47.900650501359,51.48411328503746,38.41132507600748,40.35789516300928,39.85101567973794,515.0,67.0,66.63,4.199193,1.866045,2.2837783873653548,1.9816137329717207,481.0
pulled,50.6801518929906,55.628127358770186,40.2888195557704,45.6020803341745,43.83983298454043,105.0,86.0,91.43,4.515585,1.906146,0.5611569751812016,0.5439723972863548,96.0
pulling,42.43835531072836,48.97230542858154,46.744411444627445,39.33607282536367,52.49003830669376,107.0,115.0,102.68,4.631592,1.879814,0.4959061641136199,0.4507199863229797,101.0
pulls,35.62771691922915,50.1928900985157,42.447523383918686,48.882255820656425,27.27855721424669,32.0,109.0,126.59,4.840948,1.572272,0.1827022709892284,0.1165655137042189,32.0
pulp,52.7478673520154,64.24112788714741,41.52030656087207,79.73224556826166,27.40122978273917,110.0,294.0,237.21,5.468953,1.972423,0.4959061641136199,0.4818041233107714,88.0
pulse,39.25438822283623,40.10295167922526,67.95734918204325,57.67651323445705,62.20120154371799,158.0,343.0,317.29,5.759803,1.928106,0.8874110305191093,0.8548137671642719,137.0
puma,35.401158915308855,29.145798438034905,65.05630625107393,33.937346243380745,73.70245838715971,36.0,118.0,175.34,5.166703,2.34278,0.2610032442703263,0.3186124041248649,35.0
pump,46.154031096182784,49.60363438861599,47.40642531228973,48.600079095464814,54.41250623072968,114.0,148.0,132.84,4.889162,2.288578,0.7308090839569136,0.6061406712619383,106.0
pumped,53.034466653868925,45.5948000344797,54.49508724521955,51.88597601920249,63.06134964808307,32.0,175.0,150.64,5.014909,1.745879,0.1566019465621957,0.0777103424694792,31.0
pumpkin,55.877557866477,60.2121662536524,45.561943598287954,60.3188421573758,37.864975630824695,204.0,76.0,86.55,4.460711,1.782036,0.9004611927326257,0.7149351507192092,175.0
pumpkins,48.82996452228775,58.55853262877392,54.8462338191802,55.10933513913048,41.5233490307543,40.0,479.0,328.34,5.794042,2.461309,0.2218527576297773,0.1787337876798023,37.0
pumps,39.04590661088166,31.29820516526667,52.82130194372285,54.30267106273291,54.82425937717878,48.0,134.0,141.16,4.949898,2.178542,0.1566019465621957,0.1942758561736981,48.0
pun,45.686590994002685,53.80807764651271,43.54759599434427,63.09392629737805,39.05323699258842,277.0,334.0,322.53,5.776204,2.081963,2.4403803339275507,1.8339640822797103,241.0
punch,51.84648667437391,59.38322337324953,35.16298585647572,51.854538363426826,38.220416016041,354.0,148.0,144.75,4.975041,1.940796,1.6182201144760229,1.5697489178834811,325.0
punched,54.11269329321856,63.72672364201972,32.1326992773537,55.59957880417162,34.09696919615239,79.0,95.0,92.08,4.52263,2.091338,0.3784547041919731,0.2719861986431774,71.0
puncher,46.96380859724281,56.10536232336262,35.313433052348785,51.11341816696206,49.48728265566423,35.0,165.0,177.75,5.180392,1.861246,0.1174514599216468,0.1787337876798023,32.0
punches,46.76656330998488,55.16788153384334,38.26188753648474,48.47391835452123,44.26341606921004,99.0,94.0,99.05,4.595659,2.10942,0.4437055152595546,0.2875282671370732,93.0
punching,43.48561538062313,62.41439766594817,52.85445833661573,49.22126221357424,49.56286126106599,97.0,182.0,162.48,5.090567,1.991352,0.4045550286190057,0.3730096438535004,93.0
punchline,53.123907197904416,55.24639114320061,30.719923129143844,45.69138269486434,41.5854652386314,35.0,62.0,66.68,4.199925,1.834751,0.1566019465621957,0.1709627534328544,34.0
punctuation,49.2917236226002,57.32999813211042,44.9784555465493,74.5079664152983,33.19861434919654,58.0,181.0,189.54,5.244581,2.120243,0.4698058396865873,0.4118648150882401,57.0
pundit,44.56443222663158,54.02584062846629,52.58009547821128,67.57955945166762,55.67281790007359,340.0,310.0,288.19,5.663624,1.940044,1.8400728721058,1.266678582252512,290.0
punisher,42.85413185144117,49.07561898742217,42.551725968998326,72.52768262109805,37.81338106478957,45.0,272.0,261.69,5.56717,1.550705,0.1566019465621957,0.1476496506920106,33.0
punishment,47.25116102183653,51.89021045105192,39.11976151842484,57.57964363679139,41.83713960491414,82.0,168.0,198.45,5.290544,1.991822,0.6003074618217504,0.5595144657802507,75.0
punk,51.35848020530601,61.62992814685626,39.87358893777117,51.53491105737342,31.37847280407048,1973.0,182.0,180.92,5.19807,2.12001,12.75000848260544,11.260228623827546,1500.0
punks,46.43575852837974,62.60619504045376,34.85829927259538,66.20092667230315,24.538682448718703,76.0,148.0,147.2,4.991772,1.930298,0.3262540553379078,0.3186124041248649,57.0
punny,49.63452566347601,49.88796076425485,41.49716578293924,57.707613234211074,51.42545261682984,32.0,113.0,154.18,5.0381,2.006079,0.2218527576297773,0.209817924667594,30.0
puns,46.79149657487015,55.12573138003247,40.317837537168025,66.25413861818544,39.43738592929501,697.0,293.0,306.01,5.723627,1.972463,5.428867480822786,4.919064678318037,593.0
punster,40.57186160045105,52.51320402892862,54.37378317068758,86.22095309941498,45.49364725223264,31.0,1508.0,819.97,6.709268,2.1635,0.2218527576297773,0.3263834383718129,30.0
punter,21.785822225387168,6.310042467573959,64.47954466437339,33.336424059637395,64.18230868984833,34.0,345.0,311.0,5.739782,1.767929,0.417605190832522,0.2564441301492816,31.0
pup,53.57368657845045,49.91159142480342,45.358764753934,58.20790560306317,48.01197067132004,293.0,285.0,294.73,5.686063,1.860151,2.58393211827623,4.134190219376297,271.0
puppet,48.547840511183765,61.35601111141563,44.28907606017701,77.54212461527612,40.547330716288045,111.0,215.0,192.91,5.26221,1.97305,1.0701133015083375,0.6760799794844696,94.0
puppeteer,45.89740860145312,51.98258802512069,60.50641126147964,76.98590701544734,42.92417712572074,46.0,769.0,800.02,6.684632,1.968474,0.6525081106758157,0.4040937808412921,39.0
puppets,42.390494538704125,52.14642087878061,53.33077816552213,70.50561819870981,40.93939318649502,56.0,240.0,222.69,5.405781,1.953179,0.5220064885406526,0.2952993013840212,53.0
puppies,57.23351968096757,56.81465305148038,41.274482363666095,49.1149756146033,41.20766937961528,518.0,182.0,174.77,5.163451,1.914585,5.546318940744434,2.541128198751972,464.0
puppy,53.94334259898507,50.88147292409646,49.50022294571079,59.83942944700149,49.724152366972994,600.0,260.0,227.93,5.429058,1.773114,5.3636166697552055,3.807806781004484,536.0
pups,59.66657236602391,58.70379747292094,56.53805852148351,53.34717614879605,59.47806648422479,180.0,538.0,401.88,5.996143,1.887515,1.7748220610382186,1.8805902877613985,168.0
pura,62.54562392895199,50.18623349799582,37.15505471711947,38.06342885667876,36.90925438068212,117.0,237.0,255.75,5.544198,1.896641,0.7960598950244951,0.9092110068929072,108.0
purchase,42.7145643053849,41.66829564035609,65.41058834585273,55.52520342082079,65.66277099120215,506.0,183.0,168.57,5.127333,1.802178,2.0488754675220613,2.4012495823069093,456.0
purchased,42.17389368653853,44.48317157611689,52.643346498684295,42.5569441090899,52.86660995911875,31.0,110.0,114.75,4.742787,1.92206,0.2218527576297773,0.1321075821981147,30.0
purchases,40.79968104017743,44.42926351929448,77.9448825870927,10.104332901073576,98.80877511954392,73.0,289.0,281.49,5.640114,1.911508,0.0913511354946142,0.4040937808412921,69.0
purchasing,37.48700142706879,35.865729437380224,64.85398282044527,56.09568810435066,73.82837556870868,49.0,240.0,203.09,5.313633,1.818428,0.2218527576297773,0.2642151643962295,49.0
purdue,40.18491156042682,38.26759183975989,58.95270338961269,58.08521027248044,62.105536005709205,278.0,700.0,766.95,6.642426,2.421202,4.5675567747307095,3.240521280977285,213.0
pure,45.20050938829803,48.31963305304177,52.11297025063272,49.4268072223808,53.98986568669556,746.0,152.0,153.82,5.035801,2.141851,5.128713749911912,5.105569500244788,692.0
purely,46.52922525247954,53.232806235305205,46.11554561721968,70.28173482736514,54.361279100978265,90.0,306.0,248.0,5.513416,2.045544,0.665558272889332,0.5206592945455111,85.0
purgatory,46.906978508176095,61.92374543750864,59.30900507005399,85.16268563706383,37.16094764004806,38.0,118.0,119.57,4.783864,2.459487,0.1305016221351631,0.1942758561736981,36.0
purge,49.70600876230224,56.90913415269271,34.215163326472684,58.83907357698662,46.16783945285463,42.0,67.0,60.86,4.108623,1.722514,0.1174514599216468,0.1631917191859064,37.0
purist,29.26904999200787,34.812057733760696,60.85661600457564,47.613862761354206,54.6738349504554,67.0,225.0,260.76,5.563593,1.724038,0.5220064885406526,0.4274068835821359,62.0
purity,36.417382530978266,47.392222326625,48.52157107783059,53.574174883047256,50.461970786080926,54.0,101.0,152.3,5.025859,1.680035,0.3001537309108752,0.2642151643962295,49.0
puro,58.48941808302575,49.62636690554466,58.99822270949093,26.885150804872342,37.33889575894141,98.0,178.0,211.71,5.355219,2.125835,0.4437055152595546,1.1345710000543971,89.0
purple,50.106456142868815,49.94493154912838,50.46535221118509,52.73600652574663,49.19355662630295,832.0,214.0,226.65,5.423411,2.157588,5.16786423655246,4.965690883799725,752.0
purpose,40.59565382067484,35.126750225121924,62.59606952384345,61.00116909790776,71.29512125142003,1699.0,215.0,208.45,5.339695,2.1237,14.172476163878716,10.327704514193794,1519.0
purpose-driven,36.29966932780893,42.41862054361514,70.57504985671537,78.00720292953858,85.75500261687311,41.0,251.0,223.38,5.408865,1.852554,0.2218527576297773,0.1942758561736981,34.0
purposeful,30.1756189434422,26.51066415824519,78.3320211936174,75.90795990113668,82.45980669890943,55.0,358.0,316.29,5.756652,2.014321,0.5220064885406526,0.4274068835821359,52.0
purposes,40.17862997693333,47.24066402935584,48.87158706861758,60.00943585111473,55.20264620109268,227.0,256.0,267.68,5.589806,2.32823,1.161464437002952,1.8184220137858147,213.0
purse,60.57682767539633,59.00689025970117,43.01315799108031,57.24808978321002,40.17349882024504,93.0,111.0,144.42,4.972697,1.937023,0.6394579484622994,0.3574675753596046,81.0
purses,55.60217444111221,53.73576519114484,63.52531281997086,59.57769240363952,56.65409676567601,42.0,239.0,252.87,5.532865,2.352879,0.3654045419784568,0.1321075821981147,38.0
pursue,45.32902402678727,37.89402707447323,61.649530285101605,54.69630215827286,66.6715400639398,283.0,231.0,215.19,5.371504,2.322874,2.349029198432937,1.3910151302036788,271.0
